Region,Market,Brand,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Azerbaijan,Large Cars,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,11.86,11.26,9.92,9.22,8.55,4.12,7.06,4.78,6.63,9.9,10.55,11.78,11.06,10.49,9.92
Azerbaijan,Large Cars,,Revenue by make,Renault,million USD (US$),Statista Market Insights,,3.98,3.57,3.3,3.1,3,1.33,2.21,1.5,2.05,3.21,3.44,3.71,3.55,3.46,3.38
Azerbaijan,Large Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,,100
Azerbaijan,Large Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Azerbaijan,Large Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,0.63,1.08,1.03,1.93,2.7,,6.78
Azerbaijan,Large Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,0.34,0.76,1.52,2.16,2.19,2.59,3.09,3.47,3.53,,4.02
Azerbaijan,Large Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,100,99.66,99.24,98.73,97.84,97.18,96.54,95.88,94.98,93.57,,89.2
Azerbaijan,Large Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,13.97,14.4,,,,,,,,,,,,,
Azerbaijan,Large Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,62.4,62.77,15.24,,,,13.93,14.03,55.81,52.91,49.62,45.82,41.43,,30.14
Azerbaijan,Large Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,23.63,22.83,84.76,100,100,100,86.07,85.97,44.07,46.92,50.14,53.85,58.14,,69.14
Azerbaijan,Large Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.13,0.17,0.24,0.33,0.44,,0.72
Azerbaijan,Large Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,191.7,186.1,177.5,181.2,182.9,196.8,137.3,148.6,130.5,117.6,108.4,100.3,92.06,,79.85
Azerbaijan,Large Cars,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,766,736,676,631,595,288,444,309,436,641,685,754,718,680,642
Azerbaijan,Large Cars,,Vehicle Sales by make,Infiniti,vehicles,Statista Market Insights,,240,230,217,201,193,90,140,97,137,202,215,238,227,214,203
Azerbaijan,Large Cars,,Vehicle Sales by make,Nissan,vehicles,Statista Market Insights,,419,400,355,330,306,157,242,168,238,349,374,413,391,369,346
Azerbaijan,Large Cars,,Vehicle Sales by make,Renault,vehicles,Statista Market Insights,,107,106,104,100,96,41,62,44,61,90,96,103,100,97,93
Azerbaijan,Large Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Azerbaijan,Large Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Azerbaijan,Large Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Azerbaijan,Executive Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,43.14,42.85,42.88,42.75,42.97,40.27,44.6,43.56,42.83,43.63,43.55,44.09,43.73,43.89,44.01
Azerbaijan,Executive Cars,,Revenue by make,Total,million USD (US$),Statista Market Insights,,10.74,10.15,9.52,8.72,8.42,3.75,6.38,4.4,6.04,9.03,9.63,10.67,10.1,9.57,9.11
Azerbaijan,Executive Cars,,Revenue by make,Infiniti,million USD (US$),Statista Market Insights,,7.48,6.87,6.2,5.49,5.26,2.54,4.39,3,4.16,6.21,6.65,7.44,7,6.57,6.16
Azerbaijan,Executive Cars,,Revenue by make,Renault,million USD (US$),Statista Market Insights,,3.26,3.29,3.32,3.23,3.16,1.2,1.99,1.4,1.88,2.82,2.98,3.23,3.1,2.99,2.95
Azerbaijan,Executive Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,100,100,100,100,,100
Azerbaijan,Executive Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Azerbaijan,Executive Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.69,1.16,1.11,2.13,3.41,,8
Azerbaijan,Executive Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,,,1.79,2.5,1.69,2.33,3.33,3.19,3.41,,4
Azerbaijan,Executive Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,100,100,100,98.21,100,98.31,96.51,95.56,94.68,94.32,,89.33
Azerbaijan,Executive Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,44.17,45.99,47.75,49.51,49.49,45.21,100,100,,,,,,,
Azerbaijan,Executive Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,55.83,54.01,52.25,50.49,50.51,54.79,,,100,100,100,100,100,,100
Azerbaijan,Executive Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,132.4,121.1,209,209,207,208,195.7,195,173.7,159.4,146.7,139,130,,113.9
Azerbaijan,Executive Cars,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,249,237,222,204,196,93,143,101,141,207,221,242,231,218,207
Azerbaijan,Executive Cars,,Vehicle Sales by make,Infiniti,vehicles,Statista Market Insights,,139,128,116,103,99,51,80,56,79,116,124,138,130,121,113
Azerbaijan,Executive Cars,,Vehicle Sales by make,Renault,vehicles,Statista Market Insights,,110,109,106,101,97,42,63,45,62,91,97,104,101,97,94
Azerbaijan,Executive Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Azerbaijan,Executive Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Azerbaijan,Executive Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Azerbaijan,Minivans,,Average Price,Average,thousand USD (US$),Statista Market Insights,,19.54,19.92,20.3,20.48,20.59,18.5,20.49,20.1,19.59,19.9,19.83,19.98,19.9,20.09,20.32
Azerbaijan,Minivans,,Revenue by make,Total,million USD (US$),Statista Market Insights,,16.79,15.98,14.74,13.72,12.79,5.62,9.61,6.57,9.07,13.57,14.48,16.13,15.26,14.61,13.94
Azerbaijan,Minivans,,Revenue by make,Dacia,million USD (US$),Statista Market Insights,,3.44,2.89,2.3,1.95,1.68,1.01,1.74,1.16,1.65,2.45,2.62,2.95,2.76,2.6,2.42
Azerbaijan,Minivans,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,7.77,7.56,7.06,6.64,6.23,2.67,4.58,3.14,4.32,6.46,6.9,7.7,7.29,6.98,6.65
Azerbaijan,Minivans,,Revenue by make,Renault,million USD (US$),Statista Market Insights,,5.57,5.53,5.39,5.13,4.88,1.95,3.29,2.27,3.1,4.66,4.96,5.47,5.21,5.03,4.88
Azerbaijan,Minivans,,Connected Cars Share,Connected,percent,Statista Market Insights,,28.64,86.41,85.54,84.93,84.54,86.51,100,100,100,100,100,100,100,,100
Azerbaijan,Minivans,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,71.36,13.59,14.46,15.07,15.46,13.49,0,0,0,0,0,0,0,,0
Azerbaijan,Minivans,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,12.81,13.59,14.6,15.07,15.62,13.67,,,,,,,,,
Azerbaijan,Minivans,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,3.11,4.42,7.66,7.47,7.98,8.5,10.12,,15.48
Azerbaijan,Minivans,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,0.64,1.08,2.63,3.06,3.83,4.98,6.2,7.68,9.08,,11.84
Azerbaijan,Minivans,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,87.19,86.41,85.4,84.93,83.74,85.61,94.5,92.52,88.74,87.4,85.52,84.09,80.95,,72.68
Azerbaijan,Minivans,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,27.94,13.59,14.46,15.07,15.46,13.74,,,,,,,,,
Azerbaijan,Minivans,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,56.23,54.49,52.89,51.94,51.37,54.3,100,100,96.97,94.21,91.57,89.02,86.53,,81.61
Azerbaijan,Minivans,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,15.83,31.92,32.65,32.99,33.18,31.96,,,2.83,5.49,8.01,10.38,12.61,,16.65
Azerbaijan,Minivans,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.21,0.3,0.42,0.6,0.86,,1.74
Azerbaijan,Minivans,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,128.6,123.9,122,119,122.5,109,113,93.55,84.29,76.79,71.02,66.66,60.73,,52.7
Azerbaijan,Minivans,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,859,802,726,670,621,304,469,327,463,682,730,807,767,727,686
Azerbaijan,Minivans,,Vehicle Sales by make,Dacia,vehicles,Statista Market Insights,,260,217,172,146,126,81,126,86,125,185,198,221,208,194,180
Azerbaijan,Minivans,,Vehicle Sales by make,Nissan,vehicles,Statista Market Insights,,360,350,327,310,293,134,207,145,205,301,322,357,339,322,304
Azerbaijan,Minivans,,Vehicle Sales by make,Renault,vehicles,Statista Market Insights,,239,235,227,214,202,89,136,96,133,196,210,229,220,211,202
Azerbaijan,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Azerbaijan,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Azerbaijan,Minivans,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Azerbaijan,Sports Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,61.58,60.23,58.53,56.92,55.6,55.31,61.27,59.59,58.29,59.4,59.38,59.76,59.62,60.1,60.29
Azerbaijan,Sports Cars,,Revenue by make,Total,million USD (US$),Statista Market Insights,,10.84,9.46,7.96,6.6,6.17,3.21,5.58,3.81,5.25,7.9,8.43,9.44,8.88,8.47,7.96
Azerbaijan,Sports Cars,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,10.84,9.46,7.96,6.6,6.17,3.21,5.58,3.81,5.25,7.9,8.43,9.44,8.88,8.47,7.96
Azerbaijan,Sports Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.16,0.8,1.52,2.1,3.05,,7.55
Azerbaijan,Sports Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,,,1.23,1.75,2.33,2.4,3.03,2.8,3.05,,3.77
Azerbaijan,Sports Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,100,100,100,98.77,100,97.67,96.8,95.45,95.1,93.89,,88.68
Azerbaijan,Sports Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,87.48,77.92,70.19,63.79,58.37,,49.6
Azerbaijan,Sports Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,,,,,,,,,9.51,16.94,22.89,27.74,31.73,,37.74
Azerbaijan,Sports Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,2.55,4.54,6.14,7.44,8.51,,10.12
Azerbaijan,Sports Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.46,0.59,0.78,1.04,1.4,,2.54
Azerbaijan,Sports Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,249.9,251.8,250.2,261.3,267.4,276.3,228.5,230.3,206.6,194.6,184,171.3,159.2,,133.1
Azerbaijan,Sports Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,0,0,0,0,0,0,0,0,0,,,,,,
Azerbaijan,Sports Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,100,100,100,100,100,100,100,100,100,,,,,,
Azerbaijan,Sports Cars,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,176,157,136,116,111,58,91,64,90,133,142,158,149,141,132
Azerbaijan,Sports Cars,,Vehicle Sales by make,Nissan,vehicles,Statista Market Insights,,176,157,136,116,111,58,91,64,90,133,142,158,149,141,132
Azerbaijan,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Azerbaijan,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Azerbaijan,Sports Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Azerbaijan,SUVs,,Average Price,Average,thousand USD (US$),Statista Market Insights,,36.46,36.9,36.26,36.95,37.86,33.59,37.36,36.26,35.52,36.52,36.02,36.28,35.93,36.1,36.34
Azerbaijan,SUVs,,Revenue by make,Total,million USD (US$),Statista Market Insights,,159.6,154.7,153.1,145.1,140.6,58.08,98.62,68.39,95.86,142.7,149.5,164.3,154,146.1,138.3
Azerbaijan,SUVs,,Revenue by make,Dacia,million USD (US$),Statista Market Insights,,10.08,7.74,5.37,4.13,3.17,2.67,4.55,3,4.28,6.51,7.61,8.09,7.52,7.05,6.65
Azerbaijan,SUVs,,Revenue by make,Infiniti,million USD (US$),Statista Market Insights,,30.82,27.84,24.55,21.39,20.24,10.15,17.27,11.52,16.24,24.43,26.2,29.41,27.44,25.79,24.16
Azerbaijan,SUVs,,Revenue by make,Jeep,million USD (US$),Statista Market Insights,,57.25,59.65,62.3,62.87,64.52,22.2,38.25,27.14,38.22,56.88,57.56,62.47,58.02,54.52,50.96
Azerbaijan,SUVs,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,39.03,37.49,39.56,35.95,32.41,15.06,25.3,17.64,24.4,35.8,38.08,42.55,40.13,38.38,36.7
Azerbaijan,SUVs,,Revenue by make,Renault,million USD (US$),Statista Market Insights,,13.97,13.38,12.96,12.56,12.19,4.89,8.29,5.62,7.76,11.64,12.34,13.5,12.84,12.53,12.23
Azerbaijan,SUVs,,Revenue by make,Suzuki,million USD (US$),Statista Market Insights,,8.42,8.57,8.39,8.21,8.06,3.1,4.97,3.48,4.97,7.43,7.74,8.3,8.02,7.81,7.6
Azerbaijan,SUVs,,Connected Cars Share,Connected,percent,Statista Market Insights,,58.94,64.91,72.34,82.15,89.42,89.94,100,100,100,100,100,100,100,,100
Azerbaijan,SUVs,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,41.06,35.09,27.66,17.85,10.58,10.06,0,0,0,0,0,0,0,,0
Azerbaijan,SUVs,,Fuel or Drive-Type Share,Alternative,percent,Statista Market Insights,,,,,,,,,,7.94,8.35,9.01,9.89,10.52,,11.48
Azerbaijan,SUVs,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,0.82,1.13,1.63,2.34,3.68,,8.93
Azerbaijan,SUVs,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,0.05,0.51,1.07,1.58,1.94,2.59,3.12,3.67,4.23,4.92,,6.02
Azerbaijan,SUVs,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,100,100,100,99.95,99.49,99.05,98.42,98.06,88.69,87.4,85.66,83.52,80.88,,73.63
Azerbaijan,SUVs,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,26.2,23.35,18.28,17.04,12.57,17.04,3.29,3.35,,,,,,,
Azerbaijan,SUVs,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,56.66,54.72,42.51,43.32,44.08,42.18,96.71,96.65,83.66,77.04,75.48,73.42,71.29,,67.13
Azerbaijan,SUVs,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,17.14,21.92,39.21,39.65,43.35,40.78,,,16.18,22.73,24.2,26.12,28.05,,31.54
Azerbaijan,SUVs,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.16,0.22,0.32,0.47,0.66,,1.33
Azerbaijan,SUVs,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,167.5,165.8,161.2,163.4,161.6,159.7,148.3,148.8,135.5,124.3,115.3,106.8,99.68,,85.76
Azerbaijan,SUVs,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,4.38,4.19,4.22,3.93,3.71,1.73,2.64,1.89,2.7,3.91,4.15,4.53,4.29,4.05,3.81
Azerbaijan,SUVs,,Vehicle Sales by make,Dacia,thousand vehicles,Statista Market Insights,,0.68,0.52,0.36,0.27,0.21,0.19,0.29,0.2,0.29,0.43,0.5,0.53,0.5,0.46,0.43
Azerbaijan,SUVs,,Vehicle Sales by make,Infiniti,thousand vehicles,Statista Market Insights,,0.54,0.5,0.46,0.41,0.39,0.2,0.3,0.21,0.3,0.44,0.47,0.53,0.5,0.46,0.43
Azerbaijan,SUVs,,Vehicle Sales by make,Jeep,thousand vehicles,Statista Market Insights,,1.14,1.21,1.28,1.29,1.31,0.48,0.75,0.55,0.79,1.14,1.15,1.24,1.16,1.09,1.01
Azerbaijan,SUVs,,Vehicle Sales by make,Nissan,thousand vehicles,Statista Market Insights,,1.2,1.13,1.32,1.17,1.04,0.54,0.82,0.6,0.85,1.2,1.28,1.43,1.36,1.28,1.21
Azerbaijan,SUVs,,Vehicle Sales by make,Renault,thousand vehicles,Statista Market Insights,,0.45,0.44,0.43,0.41,0.39,0.17,0.26,0.18,0.25,0.37,0.39,0.43,0.41,0.4,0.38
Azerbaijan,SUVs,,Vehicle Sales by make,Suzuki,thousand vehicles,Statista Market Insights,,0.38,0.39,0.39,0.38,0.38,0.15,0.22,0.16,0.23,0.34,0.35,0.37,0.36,0.35,0.34
Azerbaijan,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Azerbaijan,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Azerbaijan,SUVs,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Azerbaijan,Pickup Trucks,,Average Price,Average,thousand USD (US$),Statista Market Insights,,34.1,33.9,32.98,31.7,30.21,30.52,33.81,32.86,31.84,32.5,32.52,32.73,32.42,32.61,32.83
Azerbaijan,Pickup Trucks,,Revenue by make,Total,million USD (US$),Statista Market Insights,,8.53,8.24,7.36,6.69,6.01,2.87,4.9,3.32,4.55,6.86,7.28,8.15,7.68,7.31,6.89
Azerbaijan,Pickup Trucks,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,8.53,8.24,7.36,6.69,6.01,2.87,4.9,3.32,4.55,6.86,7.28,8.15,7.68,7.31,6.89
Azerbaijan,Pickup Trucks,,Connected Cars Share,Connected,percent,Statista Market Insights,,54.4,100,100,100,100,100,100,100,100,100,100,100,100,,100
Azerbaijan,Pickup Trucks,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,45.6,0,0,0,0,0,0,0,0,0,0,0,0,,0
Azerbaijan,Pickup Trucks,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,54.4,53.91,52.47,51.66,51.26,53.49,53.49,52.75,52.55,56.57,56.94,59.29,62.32,,61.9
Azerbaijan,Pickup Trucks,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,0.73,1.01,1.44,2.21,3.86,,9.52
Azerbaijan,Pickup Trucks,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,0.5,1.16,1.55,2.2,2.19,3.03,3.83,4.42,5.31,,6.55
Azerbaijan,Pickup Trucks,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,45.6,46.09,47.53,48.34,48.24,45.35,44.96,43.96,44.53,39.39,37.8,34.07,28.99,,22.02
Azerbaijan,Pickup Trucks,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,45.6,,,,,,,,,,,,,,
Azerbaijan,Pickup Trucks,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,54.4,100,100,100,100,100,100,100,96.69,93.83,91.03,88.27,85.49,,79.61
Azerbaijan,Pickup Trucks,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,2.82,5.47,7.96,10.29,12.46,,16.24
Azerbaijan,Pickup Trucks,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.49,0.71,1.01,1.44,2.05,,4.15
Azerbaijan,Pickup Trucks,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,263.4,235.9,241.5,250.7,251.1,284.6,284.4,286.8,260,246.3,223.4,206.7,194.4,,162.7
Azerbaijan,Pickup Trucks,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,250,243,223,211,199,94,145,101,143,211,224,249,237,224,210
Azerbaijan,Pickup Trucks,,Vehicle Sales by make,Nissan,vehicles,Statista Market Insights,,250,243,223,211,199,94,145,101,143,211,224,249,237,224,210
Azerbaijan,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Azerbaijan,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Azerbaijan,Pickup Trucks,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Azerbaijan,Full-Size Vans,,Average Price,Average,thousand USD (US$),Statista Market Insights,,30.27,30.63,30.81,30.79,30.69,28.03,31.33,30.74,30.08,30.19,30.11,30.35,30.21,30.42,30.51
Azerbaijan,Full-Size Vans,,Revenue by make,Total,million USD (US$),Statista Market Insights,,3.42,3.4,3.27,3.11,2.95,1.18,2.04,1.41,1.93,2.87,3.04,3.4,3.23,3.1,2.96
Azerbaijan,Full-Size Vans,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,3.42,3.4,3.27,3.11,2.95,1.18,2.04,1.41,1.93,2.87,3.04,3.4,3.23,3.1,2.96
Azerbaijan,Full-Size Vans,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,100,100,100,100,100,100,98.28,97.56,98.36,96.67,94.68,95.05,93.62,,87.18
Azerbaijan,Full-Size Vans,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,,,,,,,,,1.64,1.11,1.06,1.98,3.19,,8.97
Azerbaijan,Full-Size Vans,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,,,,,,,1.72,2.44,1.64,2.22,3.19,2.97,3.19,,3.85
Azerbaijan,Full-Size Vans,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,100,100,100,100,100,100,,,,,,,,,
Azerbaijan,Full-Size Vans,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,,,,,,,100,100,96.7,93.84,91.06,88.31,85.54,,79.72
Azerbaijan,Full-Size Vans,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,,,,2.82,5.47,7.96,10.29,12.46,,16.26
Azerbaijan,Full-Size Vans,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.48,0.69,0.98,1.4,1.99,,4.01
Azerbaijan,Full-Size Vans,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,181.2,171.1,157.9,155.3,159,157,152.5,,,,,,,,
Azerbaijan,Full-Size Vans,,Connected Cars Share,Connected,percent,Statista Market Insights,,0,0,0,0,0,0,100,100,100,100,100,100,100,,100
Azerbaijan,Full-Size Vans,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,100,100,100,100,100,100,0,0,0,0,0,0,0,,0
Azerbaijan,Full-Size Vans,,Vehicle Sales by make,Total,vehicles,Statista Market Insights,,113,111,106,101,96,42,65,46,64,95,101,112,107,102,97
Azerbaijan,Full-Size Vans,,Vehicle Sales by make,Nissan,vehicles,Statista Market Insights,,113,111,106,101,96,42,65,46,64,95,101,112,107,102,97
Azerbaijan,Full-Size Vans,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Azerbaijan,Full-Size Vans,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Azerbaijan,Full-Size Vans,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
